,Website,Review,review_processed,tok_processed_reviews,review_polarity,review_subjectivity
11,yelp.com,"Overall, the Acela experience to and from PHL to BOS was very pleasant.  On the way up, the experience was nearly perfect with helpful staff. I opted for the QUIET car, which, for the most part, was observed.  The wifi was strong and there was  plug if you needed to power up any electric gear.  The seat was comfy. It was really cold in there with the AC blasting, but glad I had a jacket to keep me warm.On the way back, it was just slightly less pleasant, not all of Amtrak's fault.  I hadn't had a chance to eat, so after settling in to my seat and waiting a while, I headed up to the club car to get some snacks. The guy working there was really rude, almost yelling, ""I'm not open yet!""  Well, the next sentence should have been, ""Come back in XXXXX AMOUNT OF TIME!""  Instead, he made a shooing motion to go away.  When I tried to ask when I should come back, he literally turned his back on me and walked away.  OKAY.Otherwise, the experience was quite nice.","overall, the acela experience to and from phl to bos was very pleasant.  on the way up, the experience was nearly perfect with helpful staff. i opted for the quiet car, which, for the most part, was observed.  the wifi was strong and there was  plug if you needed to power up any electric gear.  the seat was comfy. it was really cold in there with the ac blasting, but glad i had a jacket to keep me warm.on the way back, it was just slightly less pleasant, not all of amtrak's fault.  i hadn't had a chance to eat, so after settling in to my seat and waiting a while, i headed up to the club car to get some snacks. the guy working there was really rude, almost yelling, ""i'm not open yet!""  well, the next sentence should have been, ""come back in xxxxx amount of time!""  instead, he made a shooing motion to go away.  when i tried to ask when i should come back, he literally turned his back on me and walked away.  okay.otherwise, the experience was quite nice.","['overall,', 'acela', 'experience', 'phl', 'bos', 'pleasant.', 'way', 'up,', 'experience', 'nearly', 'perfect', 'helpful', 'staff.', 'opted', 'quiet', 'car,', 'which,', 'part,', 'observed.', 'wifi', 'strong', 'plug', 'needed', 'power', 'electric', 'gear.', 'seat', 'comfy.', 'really', 'cold', 'ac', 'blasting,', 'glad', 'jacket', 'keep', 'warm.on', 'way', 'back,', 'slightly', 'less', 'pleasant,', ""amtrak's"", 'fault.', 'chance', 'eat,', 'settling', 'seat', 'waiting', 'while,', 'headed', 'club', 'car', 'get', 'snacks.', 'guy', 'working', 'really', 'rude,', 'almost', 'yelling,', '""i\'m', 'open', 'yet!""', 'well,', 'next', 'sentence', 'been,', '""come', 'back', 'xxxxx', 'amount', 'time!""', 'instead,', 'made', 'shooing', 'motion', 'go', 'away.', 'tried', 'ask', 'come', 'back,', 'literally', 'turned', 'back', 'walked', 'away.', 'okay.otherwise,', 'experience', 'quite', 'nice.']",0.8459,0.483333333
12,yelp.com,"Recently the NE regional has been abysmal with delays in excess of 2 hours even under optimal weather conditions. Given the price point (often hundreds of dollars between Boston and New York), consider driving or walking","recently the ne regional has been abysmal with delays in excess of 2 hours even under optimal weather conditions. given the price point (often hundreds of dollars between boston and new york), consider driving or walking","['recently', 'ne', 'regional', 'abysmal', 'delays', 'excess', '2', 'hours', 'even', 'optimal', 'weather', 'conditions.', 'given', 'price', 'point', '(often', 'hundreds', 'dollars', 'boston', 'new', 'york),', 'consider', 'driving', 'walking']",0.3612,0.352272727
13,yelp.com,"Yo, can any IT person fix the wifi on these trains in coach in NEC? Us peasants need the free internet.  I think I took the Acela once from Boston to NYC Penn station and had no problems. Seats are comfortable and the train is fairly on time. Too bad we don't have high speed bullet trains like Japan. Definitely beats taking a flight since there's no TSA check-in, but you also have the drawback of no seats in south station to really wait for the train. There's pigeons flying everywhere inside the station ready to snatch your mcnuggets out of your grubby hands. Nothing fancy on the cafe train. Maybe the business class got steaks and lobster but then it'd be like snowpiercer the movie.","yo, can any it person fix the wifi on these trains in coach in nec? us peasants need the free internet.  i think i took the acela once from boston to nyc penn station and had no problems. seats are comfortable and the train is fairly on time. too bad we don't have high speed bullet trains like japan. definitely beats taking a flight since there's no tsa check-in, but you also have the drawback of no seats in south station to really wait for the train. there's pigeons flying everywhere inside the station ready to snatch your mcnuggets out of your grubby hands. nothing fancy on the cafe train. maybe the business class got steaks and lobster but then it'd be like snowpiercer the movie.","['yo,', 'person', 'fix', 'wifi', 'trains', 'coach', 'nec?', 'us', 'peasants', 'need', 'free', 'internet.', 'think', 'took', 'acela', 'boston', 'nyc', 'penn', 'station', 'problems.', 'seats', 'comfortable', 'train', 'fairly', 'time.', 'bad', 'high', 'speed', 'bullet', 'trains', 'like', 'japan.', 'definitely', 'beats', 'taking', 'flight', 'since', ""there's"", 'tsa', 'check-in,', 'also', 'drawback', 'seats', 'south', 'station', 'really', 'wait', 'train.', ""there's"", 'pigeons', 'flying', 'everywhere', 'inside', 'station', 'ready', 'snatch', 'mcnuggets', 'grubby', 'hands.', 'nothing', 'fancy', 'cafe', 'train.', 'maybe', 'business', 'class', 'got', 'steaks', 'lobster', ""it'd"", 'like', 'snowpiercer', 'movie.']",0.8115,0.613333333
14,yelp.com,"My first experience with Amrak and it was fine.  I am a fan of public transportation in big cities, having taken subways and buses.  It was a little confusing knowing which train and which track, so we had to ask, but it got us where we needed to be.  We had round-trip spots to and from Boston and New London, CT.The guys who scanned our tickets after we were seated were very personable and helpful with questions.","my first experience with amrak and it was fine.  i am a fan of public transportation in big cities, having taken subways and buses.  it was a little confusing knowing which train and which track, so we had to ask, but it got us where we needed to be.  we had round-trip spots to and from boston and new london, ct.the guys who scanned our tickets after we were seated were very personable and helpful with questions.","['first', 'experience', 'amrak', 'fine.', 'fan', 'public', 'transportation', 'big', 'cities,', 'taken', 'subways', 'buses.', 'little', 'confusing', 'knowing', 'train', 'track,', 'ask,', 'got', 'us', 'needed', 'be.', 'round-trip', 'spots', 'boston', 'new', 'london,', 'ct.the', 'guys', 'scanned', 'tickets', 'seated', 'personable', 'helpful', 'questions.']",0.7043,0.331818182
15,yelp.com,"after a decade in Europe, this touted 150mph rail line for the NE corridor, is a joke. I don't think it travelled more than 6omph.  The ticket price I paid was $800 for first class. WOW. I could purchase a first class air line ticket for that price. the stations are dark and dirty, noisy, announcements are screamed so loudly to be not understandable. On the train there was a ticker that had a warning as if it was in a war zone. Maybe they could announce the stations instead, as the stations are not signed. why was this Acela stoping so frequently? slowed to a crawl through stations. the AC made the ride seem as if one was in a ice box. Interior not modern at all with big overstuffed chairs. this was not much faster than the regular train, so why all the hype?","after a decade in europe, this touted 150mph rail line for the ne corridor, is a joke. i don't think it travelled more than 6omph.  the ticket price i paid was $800 for first class. wow. i could purchase a first class air line ticket for that price. the stations are dark and dirty, noisy, announcements are screamed so loudly to be not understandable. on the train there was a ticker that had a warning as if it was in a war zone. maybe they could announce the stations instead, as the stations are not signed. why was this acela stoping so frequently? slowed to a crawl through stations. the ac made the ride seem as if one was in a ice box. interior not modern at all with big overstuffed chairs. this was not much faster than the regular train, so why all the hype?","['decade', 'europe,', 'touted', '150mph', 'rail', 'line', 'ne', 'corridor,', 'joke.', 'think', 'travelled', '6omph.', 'ticket', 'price', 'paid', '$800', 'first', 'class.', 'wow.', 'could', 'purchase', 'first', 'class', 'air', 'line', 'ticket', 'price.', 'stations', 'dark', 'dirty,', 'noisy,', 'announcements', 'screamed', 'loudly', 'understandable.', 'train', 'ticker', 'warning', 'war', 'zone.', 'maybe', 'could', 'announce', 'stations', 'instead,', 'stations', 'signed.', 'acela', 'stoping', 'frequently?', 'slowed', 'crawl', 'stations.', 'ac', 'made', 'ride', 'seem', 'one', 'ice', 'box.', 'interior', 'modern', 'big', 'overstuffed', 'chairs.', 'much', 'faster', 'regular', 'train,', 'hype?']",-0.7789,0.428632479
16,yelp.com,"So I haven't been on an Amtrack in a very long time. I was in Boston and needed to get to Philadelphia and my partners said ""don't go back to the airport take Amtrack Acela"" and since they were the locals I said okay. So the price was about the same as doing a AA flight out of Logan to Philly and the car was reasonable but the ride is just too long.  It was a 9:10am that arrived in Philly at 2:05pm.  This is just long....now if I was in NYC and needed to go to Philly for sure i would do it.This is a slow train because it just stops alot and at least there is Wifi that is fine for email but you cannot stream. Not in a hurry go for it.  NYC to Phily for sure, but Boston to NYC/Philly/WA it is just too long.","so i haven't been on an amtrack in a very long time. i was in boston and needed to get to philadelphia and my partners said ""don't go back to the airport take amtrack acela"" and since they were the locals i said okay. so the price was about the same as doing a aa flight out of logan to philly and the car was reasonable but the ride is just too long.  it was a 9:10am that arrived in philly at 2:05pm.  this is just long....now if i was in nyc and needed to go to philly for sure i would do it.this is a slow train because it just stops alot and at least there is wifi that is fine for email but you cannot stream. not in a hurry go for it.  nyc to phily for sure, but boston to nyc/philly/wa it is just too long.","['amtrack', 'long', 'time.', 'boston', 'needed', 'get', 'philadelphia', 'partners', 'said', '""don\'t', 'go', 'back', 'airport', 'take', 'amtrack', 'acela""', 'since', 'locals', 'said', 'okay.', 'price', 'aa', 'flight', 'logan', 'philly', 'car', 'reasonable', 'ride', 'long.', '9:10am', 'arrived', 'philly', '2:05pm.', 'long....now', 'nyc', 'needed', 'go', 'philly', 'sure', 'would', 'it.this', 'slow', 'train', 'stops', 'alot', 'least', 'wifi', 'fine', 'email', 'cannot', 'stream.', 'hurry', 'go', 'it.', 'nyc', 'phily', 'sure,', 'boston', 'nyc/philly/wa', 'long.']",0.7684,0.468564815
17,yelp.com,"Because we are the best for safety,clean cars, clean drivers, and very friendly people.","because we are the best for safety,clean cars, clean drivers, and very friendly people.","['best', 'safety,clean', 'cars,', 'clean', 'drivers,', 'friendly', 'people.']",0.8858,0.55
18,yelp.com,"Trusted & Affordable Mini Cab Service Enjoy your comfortable trip with Marvins Transportation and Services LLC Marvin’s Transportation LLC is a premier transportation service provider that is dedicated to offering efficient,…","trusted & affordable mini cab service enjoy your comfortable trip with marvins transportation and services llc marvin’s transportation llc is a premier transportation service provider that is dedicated to offering efficient,…","['trusted', '&', 'affordable', 'mini', 'cab', 'service', 'enjoy', 'comfortable', 'trip', 'marvins', 'transportation', 'services', 'llc', 'marvin’s', 'transportation', 'llc', 'premier', 'transportation', 'service', 'provider', 'dedicated', 'offering', 'efficient,…']",0.9118,0.65
19,yelp.com,"""I used this service for the first time to be picked up on an early morning at the…""","""i used this service for the first time to be picked up on an early morning at the…""","['""i', 'used', 'service', 'first', 'time', 'picked', 'early', 'morning', 'the…""']",0,0.316666667
20,yelp.com,Limo Masters welcomes you to Boston and beyond. Allow us to introduce ourselves…,limo masters welcomes you to boston and beyond. allow us to introduce ourselves…,"['limo', 'masters', 'welcomes', 'boston', 'beyond.', 'allow', 'us', 'introduce', 'ourselves…']",0.5574,0
21,yelp.com,I called Amtrak and they were running on-time and had room on the ,i called amtrak and they were running on-time and had room on the,"['called', 'amtrak', 'running', 'on-time', 'room']",0,0
22,yelp.com, has standard Amtrak fare so if you want something better get it at the station.,has standard amtrak fare so if you want something better get it at the station.,"['standard', 'amtrak', 'fare', 'want', 'something', 'better', 'get', 'station.']",0.5367,0.25
24,yelp.com,"""I don't give five stars and am rather abrasive with my reviews (I am also glad humans don't have a review system as I'm sure I wouldn't make great marks but now I'm getting off track thanks to Black Mirror) ... where was I... oh…""","""i don't give five stars and am rather abrasive with my reviews (i am also glad humans don't have a review system as i'm sure i wouldn't make great marks but now i'm getting off track thanks to black mirror) ... where was i... oh…""","['""i', 'give', 'five', 'stars', 'rather', 'abrasive', 'reviews', '(i', 'also', 'glad', 'humans', 'review', 'system', ""i'm"", 'sure', 'make', 'great', 'marks', ""i'm"", 'getting', 'track', 'thanks', 'black', 'mirror)', '...', 'i...', 'oh…""']",0.6545,0.654444444
25,yelp.com,"""I don't usually post reviews but these guys were so good that I had to write this. Wonderful service, friendly, courteous and helpful drivers. Reliable, always on time, very reasonable prices. I randomly found this cab service…""","""i don't usually post reviews but these guys were so good that i had to write this. wonderful service, friendly, courteous and helpful drivers. reliable, always on time, very reasonable prices. i randomly found this cab service…""","['""i', 'usually', 'post', 'reviews', 'guys', 'good', 'write', 'this.', 'wonderful', 'service,', 'friendly,', 'courteous', 'helpful', 'drivers.', 'reliable,', 'always', 'time,', 'reasonable', 'prices.', 'randomly', 'found', 'cab', 'service…""']",0.9791,0.661428571
26,yelp.com,"Your trust is our top concern, so businesses can't pay to alter or remove their reviews. Learn more about reviews.","your trust is our top concern, so businesses can't pay to alter or remove their reviews. learn more about reviews.","['trust', 'top', 'concern,', 'businesses', ""can't"", 'pay', 'alter', 'remove', 'reviews.', 'learn', 'reviews.']",0.6868,0.5
27,yelp.com,so businesses can't pay to alter or remove their reviews. ,so businesses can't pay to alter or remove their reviews.,"['businesses', ""can't"", 'pay', 'alter', 'remove', 'reviews.']",0.143,0
28,yelp.com,I wanted to change my reservation to get on the train ONE stop later than reserved. 15 min later at the next stop. They said only if I paid $296 extra. I was told this on more than one phone call. Total scam.,i wanted to change my reservation to get on the train one stop later than reserved. 15 min later at the next stop. they said only if i paid $296 extra. i was told this on more than one phone call. total scam.,"['wanted', 'change', 'reservation', 'get', 'train', 'one', 'stop', 'later', 'reserved.', '15', 'min', 'later', 'next', 'stop.', 'said', 'paid', '$296', 'extra.', 'told', 'one', 'phone', 'call.', 'total', 'scam.']",-0.8122,0.335714286
29,yelp.com,"It had been a couple of years since I last took an Amtrak train ride, and it seemed like the best option for me at the time, as I was making last minute travel plans while in Boston. I could not WAIT to leave my nightmare of a hotel so I just jumped online and found the next trip out of the city, purchased my ticket online, called a cab, and disappeared into the ether mid-day, even though I had already paid for my room for the night.I ended up booking a single traveler, privacy room from Boston to Washington, DC, and it was so comfy that I am secretly planning my next trip via Amtrak as I type this. I can't wait to get on the road again!Especially now, during the pandemic, it's really nice to not have anyone sitting next to you, getting up and down and generally being a distraction. It just so happened that I had my super comfy sleeping bag with me in my hiker's backpack, so I crawled right into it and enjoyed the luxury of the Amtrak trip. It's much, MUCH simpler than schlepping through the airport and through TSA, so I would highly suggest to anyone traveling during these uncertain times of Covid-19, to seriously consider booking your trip on the lovely Amtrak. YAY!!","it had been a couple of years since i last took an amtrak train ride, and it seemed like the best option for me at the time, as i was making last minute travel plans while in boston. i could not wait to leave my nightmare of a hotel so i just jumped online and found the next trip out of the city, purchased my ticket online, called a cab, and disappeared into the ether mid-day, even though i had already paid for my room for the night.i ended up booking a single traveler, privacy room from boston to washington, dc, and it was so comfy that i am secretly planning my next trip via amtrak as i type this. i can't wait to get on the road again!especially now, during the pandemic, it's really nice to not have anyone sitting next to you, getting up and down and generally being a distraction. it just so happened that i had my super comfy sleeping bag with me in my hiker's backpack, so i crawled right into it and enjoyed the luxury of the amtrak trip. it's much, much simpler than schlepping through the airport and through tsa, so i would highly suggest to anyone traveling during these uncertain times of covid-19, to seriously consider booking your trip on the lovely amtrak. yay!!","['couple', 'years', 'since', 'last', 'took', 'amtrak', 'train', 'ride,', 'seemed', 'like', 'best', 'option', 'time,', 'making', 'last', 'minute', 'travel', 'plans', 'boston.', 'could', 'wait', 'leave', 'nightmare', 'hotel', 'jumped', 'online', 'found', 'next', 'trip', 'city,', 'purchased', 'ticket', 'online,', 'called', 'cab,', 'disappeared', 'ether', 'mid-day,', 'even', 'though', 'already', 'paid', 'room', 'night.i', 'ended', 'booking', 'single', 'traveler,', 'privacy', 'room', 'boston', 'washington,', 'dc,', 'comfy', 'secretly', 'planning', 'next', 'trip', 'via', 'amtrak', 'type', 'this.', ""can't"", 'wait', 'get', 'road', 'again!especially', 'now,', 'pandemic,', 'really', 'nice', 'anyone', 'sitting', 'next', 'you,', 'getting', 'generally', 'distraction.', 'happened', 'super', 'comfy', 'sleeping', 'bag', ""hiker's"", 'backpack,', 'crawled', 'right', 'enjoyed', 'luxury', 'amtrak', 'trip.', 'much,', 'much', 'simpler', 'schlepping', 'airport', 'tsa,', 'would', 'highly', 'suggest', 'anyone', 'traveling', 'uncertain', 'times', 'covid-19,', 'seriously', 'consider', 'booking', 'trip', 'lovely', 'amtrak.', 'yay!!']",0.9629,0.399753086
30,yelp.com,"I wish I could write a good review on Amtrak but the attitude of the employees and subarctic weather in the cars won't allow. I'm wasting my time here and will continue to be amazed and astounded by these classy people for many years to come. Way to go Amtrak, the pride shows in your work.","i wish i could write a good review on amtrak but the attitude of the employees and subarctic weather in the cars won't allow. i'm wasting my time here and will continue to be amazed and astounded by these classy people for many years to come. way to go amtrak, the pride shows in your work.","['wish', 'could', 'write', 'good', 'review', 'amtrak', 'attitude', 'employees', 'subarctic', 'weather', 'cars', 'allow.', ""i'm"", 'wasting', 'time', 'continue', 'amazed', 'astounded', 'classy', 'people', 'many', 'years', 'come.', 'way', 'go', 'amtrak,', 'pride', 'shows', 'work.']",0.962,0.666666667
